ID,Source,Type,Type_Code,Country,Year,Latest = 1,Additional variables,Indicator Name,Formula,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,,,
Thailand2015MICSchNotWasting ,MICS,Children,ch,Thailand,2015,0.5,No,NotWasting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,10942.0652511735,0.945827258630135,0.084811290469527,0.974195300158925,0.158482590908231,0.92363972850604,0.050555571652885,MAX-leaf // Residence ~ Urban // NUnder5 ~ 1 // MotherEducation ~ Lower,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Sex,Residence,MotherEducation,NUnder5,,,,
Thailand2015MICSchNotStunting ,MICS,Children,ch,Thailand,2015,0.5,No,NotStunting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,11007.7392071419,0.894339519207972,0.212114210989059,0.931415791609942,0.128098809605236,0.833229011233988,0.098186780375954,MAX-leaf // NUnder5 ~ 1 // MotherEducation ~ Lower + Higher // PoorerHousehold ~ 0,MIN-leaf // NUnder5~2 + 3 + 4 + 5 // MotherEducation~Lower + Higher,MotherEducation,NUnder5,Sex,PoorerHousehold,,,,
Thailand2015MICSchOverweight ,MICS,Children,ch,Thailand,2015,0.5,No,Overweight , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,10942.0652511735,0.08263947852776,0.160866360001596,0.099264741872434,0.099761670282085,0.046434601366365,0.052830140506069,MAX-leaf // NUnder5 ~ 1 // Sex ~ Male // Residence ~ Urban,MIN-leaf // NUnder5~2 + 3 + 4 + 6 // PoorerHousehold~1,PoorerHousehold,NUnder5,Sex,MotherEducation,,,,
Thailand2015MICSchWasting ,MICS,Children,ch,Thailand,2015,0.5,No,Wasting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,10942.0652511735,0.054172741369865,0.158482590908231,0.07636027149396,0.084811290469527,0.025804699841076,0.050555571652884,MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 1 // Sex ~ Female,MIN-leaf // Residence~Urban // NUnder5~1 // MotherEducation~Lower,Sex,Residence,MotherEducation,NUnder5,,,,
Thailand2015MICSchStunting ,MICS,Children,ch,Thailand,2015,0.5,No,Stunting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,11007.7392071419,0.105660480792029,0.128098809605236,0.16677098876601,0.212114210989059,0.06858420839006,0.09818678037595,MAX-leaf // NUnder5 ~ 2 + 3 + 4 + 5 // MotherEducation ~ Lower + Higher,MIN-leaf // NUnder5~1 // MotherEducation~Lower + Higher // PoorerHousehold~0,MotherEducation,NUnder5,Sex,PoorerHousehold,,,,
Thailand2015MICSchChildHealth ,MICS,Children,ch,Thailand,2015,0.5,No,ChildHealth , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,10915.9792783892,0.775790112772434,0.193560877044717,0.817736091523036,0.128617810736552,0.728975429393596,0.08876066212944,MAX-leaf // NUnder5 ~ 1 // Sex ~ Female // PoorerHousehold ~ 0,MIN-leaf // NUnder5~2 + 3 + 4 + 5 // MotherEducation~Lower + Higher,MotherEducation,Sex,PoorerHousehold,NUnder5,,,,
Thailand2019MICSchNotOverweight ,MICS,Children,ch,Thailand,2019,1,No,NotOverweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,12054.7367145076,0.907697350493154,0.21738102572463,0.949048483698522,0.125569740736291,0.865854482629183,0.083194001069339,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Female,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Residence~Rural // Sex~Male,PoorerHousehold,Sex,MotherEducation,NUnder5,,,,
Thailand2019MICSchNotStunting ,MICS,Children,ch,Thailand,2019,1,No,NotStunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,12217.0170819719,0.864996860233377,0.124098828595668,0.923454767376405,0.216522904286091,0.817080785626103,0.106373981750302,MAX-leaf // Sex ~ Female // NUnder5 ~ 1 // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Sex~Male // PoorerHousehold~1,Sex,PoorerHousehold,NUnder5,MotherEducation,,,,
Thailand2019MICSchNotWasting ,MICS,Children,ch,Thailand,2019,1,No,NotWasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,12054.7367145076,0.922645215534579,0.182531784681558,0.960858518855161,0.100757306824987,0.896160788783353,0.064697730071808,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Lower + Secondary // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // NUnder5~2 + 3 + 4 + 5,MotherEducation,Sex,PoorerHousehold,NUnder5,,,,
Thailand2019MICSchOverweight ,MICS,Children,ch,Thailand,2019,1,No,Overweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,12054.7367145076,0.092302649506846,0.125569740736291,0.134145517370817,0.21738102572463,0.050951516301478,0.083194001069339,MAX-leaf // PoorerHousehold ~ 0 // NUnder5 ~ 1 // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,MotherEducation,NUnder5,,,,
Thailand2019MICSchStunting ,MICS,Children,ch,Thailand,2019,1,No,Stunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,12217.0170819719,0.135003139766623,0.216522904286091,0.182919214373901,0.124098828595668,0.076545232623596,0.106373981750305,MAX-leaf // Sex ~ Male // PoorerHousehold ~ 1,MIN-leaf // Sex~Female // NUnder5~1 // Residence~Rural // PoorerHousehold~0,Sex,PoorerHousehold,NUnder5,MotherEducation,,,,
Thailand2019MICSchWasting ,MICS,Children,ch,Thailand,2019,1,No,Wasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,12054.7367145076,0.077354784465421,0.100757306824987,0.103839211216647,0.182531784681558,0.03914148114484,0.064697730071807,MAX-leaf // PoorerHousehold ~ 1 // NUnder5 ~ 2 + 3 + 4 + 5,MIN-leaf // PoorerHousehold~0 // MotherEducation~Lower + Secondary // Sex~Female,MotherEducation,Sex,PoorerHousehold,NUnder5,,,,
,MICS,Children,,Thailand,2019,1,Yes,NotOverweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Language + Religion,12054.7367145076,0.907697350493154,0.06101462490298,0.971713317420952,0.095280073261242,0.836031524362403,0.135681793058549,MAX-leaf // PoorerHousehold ~ 1 // Language ~ MinorLanguage,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Residence~Urban // Sex~Female,PoorerHousehold,Sex,MotherEducation,Language,,,,
,MICS,Children,,Thailand,2019,1,Yes,NotStunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Language + Religion,12217.0170819719,0.864996860233377,0.114002206084131,0.926152788870401,0.216522904286091,0.817080785626103,0.109072003244298,MAX-leaf // Sex ~ Female // Religion ~ BUDDHISM // NUnder5 ~ 1 // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Sex~Male // PoorerHousehold~1,Sex,PoorerHousehold,Religion,NUnder5,,,,
,MICS,Children,,Thailand,2019,1,Yes,NotWasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Language + Religion,12054.7367145076,0.922645215534579,0.125470805833622,0.971124701410012,0.06101462490298,0.883756232990348,0.087368468419664,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Language~MinorLanguage,MotherEducation,PoorerHousehold,Sex,Language,,,,
,MICS,Children,,Thailand,2019,1,Yes,Overweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Language + Religion,12054.7367145076,0.092302649506846,0.095280073261242,0.163968475637596,0.06101462490298,0.028286682579048,0.135681793058548,MAX-leaf // PoorerHousehold ~ 0 // NUnder5 ~ 1 // Residence ~ Urban // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Language~MinorLanguage,PoorerHousehold,Sex,MotherEducation,Language,,,,
,MICS,Children,,Thailand,2019,1,Yes,Stunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Language + Religion,12217.0170819719,0.135003139766623,0.216522904286091,0.182919214373901,0.114002206084131,0.0738472111296,0.109072003244301,MAX-leaf // Sex ~ Male // PoorerHousehold ~ 1,MIN-leaf // Sex~Female // Religion~BUDDHISM // NUnder5~1 // Residence~Rural // PoorerHousehold~0,Sex,PoorerHousehold,Religion,NUnder5,,,,
,MICS,Children,,Thailand,2019,1,Yes,Wasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Language + Religion,12054.7367145076,0.077354784465421,0.06101462490298,0.116243767009652,0.125470805833622,0.028875298589986,0.087368468419666,MAX-leaf // PoorerHousehold ~ 1 // Language ~ MinorLanguage,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary // Sex~Female,MotherEducation,PoorerHousehold,Sex,Language,,,,
,MICS,Children,,Thailand,2019,1,Yes,NotOverweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Language + Religion,12054.7367145076,0.907697350493154,0.06101462490298,0.971713317420952,0.095280073261242,0.836031524362403,0.135681793058549,MAX-leaf // PoorerHousehold ~ 1 // Language ~ MinorLanguage,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Residence~Urban // Sex~Female,PoorerHousehold,Sex,MotherEducation,Language,,,,
Timor-leste2016DHSPRNotStunting ,DHS,Children,PR,Timor-leste,2016,1,No,NotStunting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,6741.912423,0.542691423062408,0.122670944104609,0.631548506667227,0.201236865577125,0.480235038304744,0.151313468362483,MAX-leaf // Residence ~ Urban // Sex ~ Female,MIN-leaf // Residence~Rural // Sex~Male // PoorerHousehold~1,Residence,Sex,MotherEducation,PoorerHousehold,,,,
Timor-leste2016DHSPRNotOverweight ,DHS,Children,PR,Timor-leste,2016,1,No,NotOverweight , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,6507.844856,0.945043410389499,0.117148990467575,0.961870138589833,0.214849968758997,0.934100586748375,0.027769551841458,MAX-leaf // Under5 ~ 0 + 3 + 4 // MotherEducation ~ Secondary + Higher,MIN-leaf // Under5~1 + 5 + 6 // PoorerHousehold~0,Under5,PoorerHousehold,MotherEducation,Residence,,,,
Timor-leste2016DHSPRNotWasting ,DHS,Children,PR,Timor-leste,2016,1,No,NotWasting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,6507.844856,0.756712855940277,0.201590985499671,0.809584194317011,0.139190610723435,0.683466568649844,0.126117625667167,MAX-leaf // PoorerHousehold ~ 0 // Under5 ~ 0 + 1 + 2 + 5 + 6 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Sex~Male,PoorerHousehold,MotherEducation,Under5,Residence,,,,
Timor-leste2016DHSPRChildHealth ,DHS,Children,PR,Timor-leste,2016,1,No,ChildHealth , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,6333.191672,0.352467821220239,0.127252745967421,0.469285370252177,0.19336162592617,0.261866400358919,0.207418969893258,MAX-leaf // Residence ~ Urban // Sex ~ Female,MIN-leaf // Residence~Rural // Sex~Male // PoorerHousehold~1,Residence,MotherEducation,Sex,PoorerHousehold,,,,
Timor-leste2016DHSPRStunting ,DHS,Children,PR,Timor-leste,2016,1,No,Stunting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,6741.912423,0.457308576937592,0.201236865577125,0.519764961695261,0.122670944104609,0.368451493332771,0.15131346836249,MAX-leaf // Residence ~ Rural // Sex ~ Male // PoorerHousehold ~ 1,MIN-leaf // Residence~Urban // Sex~Female,Residence,Sex,MotherEducation,PoorerHousehold,,,,
Timor-leste2016DHSPROverweight ,DHS,Children,PR,Timor-leste,2016,1,No,Overweight , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,6507.844856,0.054956589610501,0.214849968758997,0.065899413251625,0.117148990467575,0.038129861410167,0.027769551841458,MAX-leaf // Under5 ~ 1 + 5 + 6 // PoorerHousehold ~ 0,MIN-leaf // Under5~0 + 3 + 4 // MotherEducation~Secondary + Higher,Under5,PoorerHousehold,MotherEducation,Residence,,,,
Timor-leste2016DHSPRWasting ,DHS,Children,PR,Timor-leste,2016,1,No,Wasting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,6507.844856,0.243287144059723,0.139190610723435,0.316533431350155,0.201590985499671,0.190415805682989,0.126117625667166,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // Under5~0 + 1 + 2 + 5 + 6 // Residence~Urban,PoorerHousehold,MotherEducation,Under5,Residence,,,,
Timor-leste2010DHSPRNotStunting ,DHS,Children,PR,Timor-leste,2010,0,No,NotStunting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8192.443304,0.416499243679111,0.22047932649324,0.504326996135177,0.19273973970977,0.335095259313182,0.169231736821995,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Male,Residence,PoorerHousehold,Sex,MotherEducation,,,,
Timor-leste2010DHSPRNotOverweight ,DHS,Children,PR,Timor-leste,2010,0,No,NotOverweight , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8192.443304,0.952199684945174,0.144731207895094,0.96775579271394,0.10900661473775,0.928453868918262,0.039301923795678,MAX-leaf // PoorerHousehold ~ 0 // Under5 ~ 3 + 5 + 6 + 7,MIN-leaf // PoorerHousehold~1 // Under5~0 + 3 + 4 + 7,PoorerHousehold,Under5,Sex,Residence,,,,
Timor-leste2010DHSPRNotWasting ,DHS,Children,PR,Timor-leste,2010,0,No,NotWasting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8192.443304,0.811493406582872,0.22047932649324,0.847969378825962,0.279192136475725,0.776074295597744,0.071895083228218,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // Sex~Male // MotherEducation~Lower,Residence,Sex,Under5,MotherEducation,,,,
Timor-leste2010DHSPRChildHealth ,DHS,Children,PR,Timor-leste,2010,0,No,ChildHealth , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8192.443304,0.288611330376318,0.22047932649324,0.395561755034385,0.162672479570205,0.206770356350642,0.188791398683743,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // MotherEducation~Lower // Sex~Male // PoorerHousehold~1,Residence,MotherEducation,Sex,PoorerHousehold,,,,
Timor-leste2010DHSPRStunting ,DHS,Children,PR,Timor-leste,2010,0,No,Stunting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8192.443304,0.583500756320889,0.19273973970977,0.6649047406868,0.22047932649324,0.495673003864848,0.169231736821952,MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 1 // Sex ~ Male,MIN-leaf // Residence~Urban,Residence,PoorerHousehold,Sex,MotherEducation,,,,
Timor-leste2010DHSPROverweight ,DHS,Children,PR,Timor-leste,2010,0,No,Overweight , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8192.443304,0.047800315054826,0.10900661473775,0.071546131081742,0.144731207895094,0.03224420728606,0.039301923795682,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 0 + 3 + 4 + 7,MIN-leaf // PoorerHousehold~0 // Under5~3 + 5 + 6 + 7,PoorerHousehold,Under5,Sex,Residence,,,,
Timor-leste2010DHSPRWasting ,DHS,Children,PR,Timor-leste,2010,0,No,Wasting , PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8192.443304,0.188506593417128,0.279192136475725,0.223925704402265,0.22047932649324,0.15203062117404,0.071895083228225,MAX-leaf // Residence ~ Rural // Sex ~ Male // MotherEducation ~ Lower,MIN-leaf // Residence~Urban,Residence,Sex,Under5,MotherEducation,,,,
Tonga2019MICSchNotOverweight ,MICS,Children,ch,Tonga,2019,1,No,NotOverweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.884355926481458,0.126177849994498,0.947237149033723,0.173389541132408,0.828930040115022,0.118307108918701,MAX-leaf // Residence ~ Rural // NUnder5 ~ 3 + 4 + 5,MIN-leaf // Residence~Rural // NUnder5~2 // Sex~Male,NUnder5,Residence,Sex,PoorerHousehold,,,,
Tonga2019MICSchNotStunting ,MICS,Children,ch,Tonga,2019,1,No,NotStunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1282.81122398557,0.977897802672087,0.120664913715217,1,0.126808275694146,0.947256888543761,0.052743111456239,MAX-leaf // PoorerHousehold ~ 0 // NUnder5 ~ 1 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Male // NUnder5~2 + 3 + 4 + 5,NUnder5,PoorerHousehold,Sex,MotherEducation,,,,
Tonga2019MICSchNotWasting ,MICS,Children,ch,Tonga,2019,1,No,NotWasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.989392916224609,0.090173638620852,1,0.087857798288938,0.959606258587203,0.040393741412797,MAX-leaf // NUnder5 ~ 2 // PoorerHousehold ~ 1 // Sex ~ Male,MIN-leaf // NUnder5~2 // PoorerHousehold~1 // Sex~Female,NUnder5,Residence,Sex,PoorerHousehold,,,,
Tonga2019MICSchOverweight ,MICS,Children,ch,Tonga,2019,1,No,Overweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.115644073518542,0.173389541132408,0.171069959884978,0.126177849994498,0.052762850966277,0.118307108918701,MAX-leaf // Residence ~ Rural // NUnder5 ~ 2 // Sex ~ Male,MIN-leaf // Residence~Rural // NUnder5~3 + 4 + 5,NUnder5,Residence,Sex,PoorerHousehold,,,,
Tonga2019MICSchStunting ,MICS,Children,ch,Tonga,2019,1,No,Stunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1282.81122398557,0.022102197327913,0.126808275694146,0.052743111456239,0.120664913715217,0,0.052743111456239,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male // NUnder5 ~ 2 + 3 + 4 + 5,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Sex~Male,NUnder5,PoorerHousehold,Sex,MotherEducation,,,,
Tonga2019MICSchWasting ,MICS,Children,ch,Tonga,2019,1,No,Wasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.010607083775391,0.087857798288938,0.040393741412797,0.090173638620852,0,0.040393741412797,MAX-leaf // NUnder5 ~ 2 // PoorerHousehold ~ 1 // Sex ~ Female,MIN-leaf // NUnder5~2 // PoorerHousehold~1 // Sex~Male,NUnder5,Residence,Sex,PoorerHousehold,,,,
,MICS,Children,,Tonga,2019,1,Yes,NotOverweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,1270.53453023488,0.884355926481458,0.109363982542288,0.964666068951706,0.118185669799476,0.779455218495062,0.185210850456644,MAX-leaf // Religion ~ FreeWesleyanChurch + MinorReligion // Residence ~ Rural // NUnder5 ~ 1 // Sex ~ Male,MIN-leaf // Religion~LatterDaySaints // Sex~Male,Sex,Religion,NUnder5,Residence,,,,
,MICS,Children,,Tonga,2019,1,Yes,NotStunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,1282.81122398557,0.977897802672087,0.057759003464598,1,0.108102799718239,0.936150305440389,0.063849694559611,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male // Religion ~ FreeChurchTonga + FreeWesleyanChurch + RomanCatholic // NUnder5 ~ 1,MIN-leaf // PoorerHousehold~1 // Sex~Male // Religion~LatterDaySaints + MinorReligion,Religion,NUnder5,PoorerHousehold,Sex,,,,
,MICS,Children,,Tonga,2019,1,Yes,NotWasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,1270.53453023488,0.989392916224609,0.095175946635053,0.082589781815793,0.197216145421821,0.049977498213856,0.032612283601937,MAX-leaf // Religion ~ FreeChurchTonga + LatterDaySaints + MinorReligion // Residence ~ Rural // PoorerHousehold ~ 0 // Sex ~ Female,MIN-leaf // Religion~FreeChurchTonga + LatterDaySaints + MinorReligion // Residence~Urban // Sex~Male,Religion,Sex,PoorerHousehold,NUnder5,,,,
,MICS,Children,,Tonga,2019,1,Yes,Overweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,1270.53453023488,0.115644073518542,0.118185669799476,0.220544781504938,0.109363982542288,0.035333931048295,0.185210850456643,MAX-leaf // Religion ~ LatterDaySaints // Sex ~ Male,MIN-leaf // Religion~FreeWesleyanChurch + MinorReligion // Residence~Rural // NUnder5~1 // Sex~Male,Sex,Religion,NUnder5,Residence,,,,
,MICS,Children,,Tonga,2019,1,Yes,Stunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,1282.81122398557,0.022102197327913,0.108102799718239,0.063849694559612,0.057759003464598,0,0.063849694559612,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male // Religion ~ LatterDaySaints + MinorReligion,MIN-leaf // PoorerHousehold~1 // Sex~Male // Religion~FreeChurchTonga + FreeWesleyanChurch + RomanCatholic // NUnder5~1,Religion,NUnder5,PoorerHousehold,Sex,,,,
,MICS,Children,,Tonga,2019,1,Yes,Wasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,1270.53453023488,0.010607083775391,0.049977498213856,0.040190757622646,0.197216145421821,0.082589781815793,-0.042399024193147,MAX-leaf // Religion ~ FreeChurchTonga + LatterDaySaints + MinorReligion // Residence ~ Urban // Sex ~ Male,MIN-leaf // Religion~FreeChurchTonga + LatterDaySaints + MinorReligion // Residence~Rural // PoorerHousehold~0 // Sex~Female,Religion,Sex,PoorerHousehold,NUnder5,,,,
Tonga (5 pc)2019MICSchNotOverweight ,MICS,Children,ch,Tonga (5 pc),2019,1,No,NotOverweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.884355926481458,0.06105216388719,0.98142992239492,0.163699037746149,0.828458237803339,0.152971684591581,MAX-leaf // Residence ~ Rural // NUnder5 ~ 3 + 4 + 5 // Sex ~ Female,MIN-leaf // Residence~Urban // PoorerHousehold~0,NUnder5,Residence,Sex,PoorerHousehold,,,,
Tonga (5 pc)2019MICSchNotStunting ,MICS,Children,ch,Tonga (5 pc),2019,1,No,NotStunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1282.81122398557,0.977897802672087,0.120664913715217,1,0.126808275694146,0.947256888543761,0.052743111456239,MAX-leaf // PoorerHousehold ~ 0 // NUnder5 ~ 1 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Male // NUnder5~2 + 3 + 4 + 5,NUnder5,PoorerHousehold,Sex,Residence,,,,
Tonga (5 pc)2019MICSchNotWasting ,MICS,Children,ch,Tonga (5 pc),2019,1,No,NotWasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.989392916224609,0.090173638620852,1,0.087857798288938,0.959606258587203,0.040393741412797,MAX-leaf // NUnder5 ~ 2 // PoorerHousehold ~ 1 // Sex ~ Male,MIN-leaf // NUnder5~2 // PoorerHousehold~1 // Sex~Female,NUnder5,Residence,Sex,PoorerHousehold,,,,
Tonga (5 pc)2019MICSchOverweight ,MICS,Children,ch,Tonga (5 pc),2019,1,No,Overweight , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.115644073518542,0.163699037746149,0.171541762196661,0.06105216388719,0.01857007760508,0.152971684591581,MAX-leaf // Residence ~ Urban // PoorerHousehold ~ 0,MIN-leaf // Residence~Rural // NUnder5~3 + 4 + 5 // Sex~Female,NUnder5,Residence,Sex,PoorerHousehold,,,,
Tonga (5 pc)2019MICSchStunting ,MICS,Children,ch,Tonga (5 pc),2019,1,No,Stunting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1282.81122398557,0.022102197327913,0.126808275694146,0.052743111456239,0.120664913715217,0,0.052743111456239,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male // NUnder5 ~ 2 + 3 + 4 + 5,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Sex~Male,NUnder5,PoorerHousehold,Sex,Residence,,,,
Tonga (5 pc)2019MICSchWasting ,MICS,Children,ch,Tonga (5 pc),2019,1,No,Wasting , PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,1270.53453023488,0.010607083775391,0.087857798288938,0.040393741412797,0.090173638620852,0,0.040393741412797,MAX-leaf // NUnder5 ~ 2 // PoorerHousehold ~ 1 // Sex ~ Female,MIN-leaf // NUnder5~2 // PoorerHousehold~1 // Sex~Male,NUnder5,Residence,Sex,PoorerHousehold,,,,
,MICS,Children,,Turkmenistan,2015,0,Yes,NotOverweight , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5 + Language,3705.93585320607,0.940876272649539,0.202904853828223,0.945602161233371,0.364352917487552,0.933282689045541,0.01231947218783,MAX-leaf // PoorerHousehold ~ 0 // NUnder5 ~ 1,MIN-leaf // PoorerHousehold~0 // NUnder5~2 + 3 + 4 + 5 + 6 + 7,NUnder5,PoorerHousehold,Residence,Language,,,,
,MICS,Children,,Turkmenistan,2015,0,Yes,NotWasting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5 + Language,3705.93585320607,0.958006641745141,0.135318278907588,0.982203013638785,0.08774570184615,0.938685576723417,0.043517436915368,MAX-leaf // Language ~ Turkmen // NUnder5 ~ 3,MIN-leaf // Language~Turkmen // NUnder5~1 + 2 // Residence~Rural // PoorerHousehold~0 // Sex~Male,NUnder5,Sex,Language,Residence,,,,
,MICS,Children,,Turkmenistan,2015,0,Yes,NotStunting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5 + Language,3713.47024638988,0.884091230701716,0.165538632942416,0.934944387829884,0.086751216838223,0.844854843931972,0.090089543897912,MAX-leaf // Language ~ MinorLanguage + Turkmen // NUnder5 ~ 1 + 2 // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // Language~Uzbek,Residence,NUnder5,Language,Sex,,,,
,MICS,Children,,Turkmenistan,2015,0,Yes,Overweight , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5 + Language,3705.93585320607,0.059123727350461,0.364352917487552,0.066717310954456,0.202904853828223,0.054397838766629,0.012319472187827,MAX-leaf // PoorerHousehold ~ 0 // NUnder5 ~ 2 + 3 + 4 + 5 + 6 + 7,MIN-leaf // PoorerHousehold~0 // NUnder5~1,NUnder5,PoorerHousehold,Residence,Language,,,,
,MICS,Children,,Turkmenistan,2015,0,Yes,Wasting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5 + Language,3705.93585320607,0.041993358254859,0.08774570184615,0.061314423276583,0.135318278907588,0.017796986361215,0.043517436915369,MAX-leaf // Language ~ Turkmen // NUnder5 ~ 1 + 2 // Residence ~ Rural // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // Language~Turkmen // NUnder5~3,NUnder5,Sex,Language,Residence,,,,
,MICS,Children,,Turkmenistan,2015,0,Yes,Stunting , PoorerHousehold + Residence + Sex + MotherEducation + NUnder5 + Language,3713.47024638988,0.115908769298283,0.086751216838223,0.155145156068027,0.165538632942416,0.065055612170114,0.090089543897913,MAX-leaf // Language ~ Uzbek,MIN-leaf // Language~MinorLanguage + Turkmen // NUnder5~1 + 2 // PoorerHousehold~0 // Residence~Rural,Residence,NUnder5,Language,Sex,,,,
